69	6				
8	100	4000	0	1	0
10	100	4000	0	1	0
20	100	4000	0	1	0
63	100	4000	0	1	0
76	100	4000	0	1	0
84	266.667	2000	0	4.75	0
91	645.161	2000	0	2.55	0
92	344.828	2000	0	3.9	0
98	1470.59	2000	0	1.68	0
108	854.701	2000	0	2.17	0
119	51.8135	2000	0	20.3	0
124	416.667	2000	0	3.4	0
125	100	4000	0	1	0
138	100	4000	0	1	0
141	355.872	2000	0	3.81	0
143	143.678	2000	0	7.96	0
146	1190.48	2000	0	1.84	0
147	460.829	2000	0	3.17	0
149	970.874	2000	0	2.03	0
152	268.817	2000	0	4.72	0
153	462.963	2000	0	3.16	0
156	100	4000	0	1	0
170	487.805	2000	0	3.05	0
171	100	4000	0	1	0
176	438.596	2000	0	3.28	0
177	1190.48	2000	0	1.84	0
185	500	2000	0	3	0
186	83.3333	2000	0	13	0
187	83.3333	2000	0	13	0
190	210.526	2000	0	5.75	0
191	50.6842	2000	0	20.73	0
198	235.849	2000	0	5.24	0
213	367.647	2000	0	3.72	0
220	1000	2000	0	2	0
221	222.222	2000	0	5.5	0
222	400	2000	0	3.5	0
227	330.033	2000	0	4.03	0
230	289.855	2000	0	4.45	0
233	333.333	2000	0	4	0
236	166.667	2000	0	7	0
238	400	2000	0	3.5	0
239	181.818	2000	0	6.5	0
241	173.783	2000	0	6.7543	0
242	588.235	2000	0	2.7	0
243	1190.48	2000	0	1.84	0
7001	214.133	2000	0	5.67	0
7002	160.514	2000	0	7.23	0
7003	82.6446	2000	0	13.1	0
7011	427.35	2000	0	3.34	0
7012	268.817	2000	0	4.72	0
7017	303.03	2000	0	4.3	0
7023	540.541	2000	0	2.85	0
7024	243.902	2000	0	5.1	0
7039	200	2000	0	6	0
7044	2702.7	2000	0	1.37	0
7049	100	4000	0	23.9901	0
7055	2222.22	2000	0	1.45	0
7057	606.061	2000	0	2.65	0
7061	250	2000	0	5	0
7062	250	2000	0	5	0
7071	862.069	2000	0	2.16	0
7130	77.3994	2000	0	13.92	0
7139	142.857	2000	0	8	0
7166	180.832	2000	0	6.53	0
9002	100	4000	0	1	0
9051	100	4000	0	1	0
9053	100	4000	0	1	0
9054	2000	2000	0	1.5	0
9055	12500	2000	0	1.08	0
